Peak,Name,strain,species,FC,log2FC,pvalue_unadjusted,pvalue_BH_corrected,asterisks_BH_corrected
p_P2101,3-[(dimethylamino)methylene]-1H-2-benzothiopyran-4(3H)-one,CDC_ID_258,PA,7.429292241499526,2.8932247776125535,0.00216502933303838,0.004583050857802594,*
p_P2101,3-[(dimethylamino)methylene]-1H-2-benzothiopyran-4(3H)-one,CDC_ID_474,SA,1.0464559706006027,0.06551161180149512,0.201336485287401,0.29178302944727963,
p_P2101,3-[(dimethylamino)methylene]-1H-2-benzothiopyran-4(3H)-one,CDC_ID_484,SA,1.0461622317226316,0.06510659226675339,1,1,
p_P2101,3-[(dimethylamino)methylene]-1H-2-benzothiopyran-4(3H)-one,Isogenic,PA,3.076279698120239,1.6211866803954154,0.00216502933303838,0.004583050857802594,*
p_P2101,3-[(dimethylamino)methylene]-1H-2-benzothiopyran-4(3H)-one,SCFM_evolved,PA,1.9808170048187734,0.9860956048942233,0.00493790547090731,0.009731186095386373,*
p_P2101,3-[(dimethylamino)methylene]-1H-2-benzothiopyran-4(3H)-one,USA300,SA,1.0055929896689828,0.008046497387917297,0.609280159304103,0.714747086008051,
p_P2103,Acetanilide,ATCC_29213,SA,1.2614985235657252,0.33513851781191223,0.609280159304103,0.714747086008051,
p_P2103,Acetanilide,CDC_ID_234,PA,49.38566736160843,5.626020500532217,0.00216502933303838,0.004583050857802594,*
p_P2103,Acetanilide,CDC_ID_249,PA,0.5780872665511503,-0.7906408002281775,0.0552849927170241,0.09046635171876671,
p_P2103,Acetanilide,CDC_ID_258,PA,19.982029618938974,4.320631223186124,0.00216502933303838,0.004583050857802594,*
p_P2103,Acetanilide,CDC_ID_474,SA,1.2105373695261739,0.2756476163033369,1,1,
p_P2103,Acetanilide,CDC_ID_484,SA,0.9685513385180866,-0.04609957330460662,0.701478108866614,0.7879082415171109,
p_P2103,Acetanilide,Isogenic,PA,10.020363033503678,3.3248628725969067,0.00216502933303838,0.004583050857802594,*
p_P2103,Acetanilide,SCFM_evolved,PA,7.614537687216215,2.928756446875711,0.00216502933303838,0.004583050857802594,*
p_P2103,Acetanilide,USA300,SA,1.3171291814937907,0.3973968492852297,0.798297847328526,0.8620518595912934,
p_P2109,"2,4-Quinolinediol",ATCC_29213,SA,0.9072586849461849,-0.14041413258058227,0.371093369522698,0.48731870923380327,
p_P2109,"2,4-Quinolinediol",CDC_ID_234,PA,4850.659367543361,12.243965156008755,0.00216502933303838,0.004583050857802594,*
p_P2109,"2,4-Quinolinediol",CDC_ID_249,PA,326.01566983172825,8.348797498541579,0.00216502933303838,0.004583050857802594,*
p_P2109,"2,4-Quinolinediol",CDC_ID_258,PA,1542.876580070256,10.591406945117654,0.00216502933303838,0.004583050857802594,*
p_P2109,"2,4-Quinolinediol",CDC_ID_474,SA,0.9702962210493311,-0.0435028409911702,1,1,
p_P2109,"2,4-Quinolinediol",CDC_ID_484,SA,0.9691086868534847,-0.04526961996792866,0.522903234512671,0.6397075933908261,
p_P2109,"2,4-Quinolinediol",Isogenic,PA,962.2939845085834,9.910333899985595,0.00216502933303838,0.004583050857802594,*
p_P2109,"2,4-Quinolinediol",SCFM_evolved,PA,956.76830130824,9.902025782171359,0.00216502933303838,0.004583050857802594,*
p_P2109,"2,4-Quinolinediol",USA300,SA,0.9710373923925447,-0.04240124334112974,0.798297847328526,0.8620518595912934,
p_P2121,"1-(4-Methylphenyl)pyrrolidine-2,5-dione",ATCC_29213,SA,1.0084381651585639,0.012122624303808378,0.798297847328526,0.8620518595912934,
p_P2121,"1-(4-Methylphenyl)pyrrolidine-2,5-dione",CDC_ID_234,PA,2182.8724111190627,11.092012091937564,0.00216502933303838,0.004583050857802594,*
p_P2121,"1-(4-Methylphenyl)pyrrolidine-2,5-dione",CDC_ID_249,PA,1.2661593602010817,0.3404589953689096,0.0151936099774602,0.027827052363125424,*
p_P2121,"1-(4-Methylphenyl)pyrrolidine-2,5-dione",CDC_ID_258,PA,447.87244878957426,8.80694411022779,0.00216502933303838,0.004583050857802594,*
p_P2121,"1-(4-Methylphenyl)pyrrolidine-2,5-dione",CDC_ID_474,SA,1.0612098604424633,0.08570998582940906,0.0736382701203026,0.11763807312604588,
p_P2121,"1-(4-Methylphenyl)pyrrolidine-2,5-dione",CDC_ID_484,SA,0.9981018699675708,-0.0027410250194539495,1,1,
p_P2121,"1-(4-Methylphenyl)pyrrolidine-2,5-dione",Isogenic,PA,187.37214664804145,7.549762698378472,0.00216502933303838,0.004583050857802594,*
p_P2121,"1-(4-Methylphenyl)pyrrolidine-2,5-dione",SCFM_evolved,PA,154.0564868131819,7.267315620585473,0.00216502933303838,0.004583050857802594,*
p_P2121,"1-(4-Methylphenyl)pyrrolidine-2,5-dione",USA300,SA,1.2419615547630118,0.3126205152562989,0.306685065904181,0.4162785764866549,
p_P2122,"6-hydroxy-4-methyl-2-phenyl-2,3-dihydropyridazin-3-one",ATCC_29213,SA,0.9697585014298652,-0.04430257662673622,0.701478108866614,0.7879082415171109,
p_P2122,"6-hydroxy-4-methyl-2-phenyl-2,3-dihydropyridazin-3-one",CDC_ID_234,PA,200.66082119075062,7.648615149317868,0.00216502933303838,0.004583050857802594,*
p_P2122,"6-hydroxy-4-methyl-2-phenyl-2,3-dihydropyridazin-3-one",CDC_ID_249,PA,1.1994334022035145,0.2623530551069004,0.00216502933303838,0.004583050857802594,*
p_P2122,"6-hydroxy-4-methyl-2-phenyl-2,3-dihydropyridazin-3-one",CDC_ID_258,PA,206.42544308113872,7.689476991663529,0.00216502933303838,0.004583050857802594,*
p_P2122,"6-hydroxy-4-methyl-2-phenyl-2,3-dihydropyridazin-3-one",CDC_ID_474,SA,1.0411638744333218,0.05819716011237964,0.250153007959382,0.35083493821003153,
p_P2122,"6-hydroxy-4-methyl-2-phenyl-2,3-dihydropyridazin-3-one",CDC_ID_484,SA,0.9961662212901911,-0.005541602972772199,0.798297847328526,0.8620518595912934,
p_P2122,"6-hydroxy-4-methyl-2-phenyl-2,3-dihydropyridazin-3-one",Isogenic,PA,54.54573044719072,5.7693943692780145,0.00216502933303838,0.004583050857802594,*
p_P2122,"6-hydroxy-4-methyl-2-phenyl-2,3-dihydropyridazin-3-one",SCFM_evolved,PA,24.210840503807837,4.5975812597106644,0.00216502933303838,0.004583050857802594,*
p_P2122,"6-hydroxy-4-methyl-2-phenyl-2,3-dihydropyridazin-3-one",USA300,SA,1.0026031542190248,0.003750678001084255,0.522903234512671,0.6397075933908261,
p_P2129,5-Hydroxyindole-3-acetic acid,ATCC_29213,SA,0.9453365948635972,-0.08109999065562382,1,1,
p_P2129,5-Hydroxyindole-3-acetic acid,CDC_ID_234,PA,1.5010690928375232,0.5859903844202492,0.00216502933303838,0.004583050857802594,*
p_P2129,5-Hydroxyindole-3-acetic acid,CDC_ID_249,PA,1.6905175650380828,0.7574650063890447,0.00216502933303838,0.004583050857802594,*
p_P2129,5-Hydroxyindole-3-acetic acid,CDC_ID_258,PA,1.1344647736850915,0.18201181251942702,0.00329451387658258,0.0067125423325323525,*
p_P2129,5-Hydroxyindole-3-acetic acid,CDC_ID_474,SA,0.9941989735610902,-0.008393481084903485,0.609280159304103,0.714747086008051,
p_P2129,5-Hydroxyindole-3-acetic acid,CDC_ID_484,SA,0.9871857990101256,-0.01860645388972753,0.701478108866614,0.7879082415171109,
p_P2129,5-Hydroxyindole-3-acetic acid,Isogenic,PA,1.2177999785875266,0.284277192688344,0.00216502933303838,0.004583050857802594,*
p_P2129,5-Hydroxyindole-3-acetic acid,SCFM_evolved,PA,1.2304995550158546,0.2992441360760111,0.00729035809153564,0.013967831841816759,*
p_P2129,5-Hydroxyindole-3-acetic acid,USA300,SA,0.9758725404994744,-0.03523536635893055,1,1,
p_P2135,"1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde",ATCC_29213,SA,0.9739880007507087,-0.03802409605416107,0.701478108866614,0.7879082415171109,
p_P2135,"1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde",CDC_ID_234,PA,210.28863730707312,7.716227087663656,0.00216502933303838,0.004583050857802594,*
p_P2135,"1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde",CDC_ID_249,PA,1.0885606587415333,0.1224218022227652,0.0151936099774602,0.027827052363125424,*
p_P2135,"1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde",CDC_ID_258,PA,668.9925278043535,9.385846286800195,0.00216502933303838,0.004583050857802594,*
p_P2135,"1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde",CDC_ID_474,SA,1.0096500817164988,0.013855379272270516,0.522903234512671,0.6397075933908261,
p_P2135,"1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde",CDC_ID_484,SA,0.995042271222614,-0.00717027959504289,1,1,
p_P2135,"1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde",Isogenic,PA,24.69205683787511,4.62597511225942,0.00216502933303838,0.004583050857802594,*
p_P2135,"1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde",SCFM_evolved,PA,16.235098864780035,4.021044264931357,0.00216502933303838,0.004583050857802594,*
p_P2135,"1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde",USA300,SA,0.9963209045078498,-0.00531760081126865,1,1,
p_P2143,"1,3,4,10-Tetrahydro-9(2H)-acridinone",ATCC_29213,SA,0.9779366770812756,-0.03218704343016506,0.798297847328526,0.8620518595912934,
p_P2143,"1,3,4,10-Tetrahydro-9(2H)-acridinone",CDC_ID_234,PA,2520.7291040565196,11.299625368652391,0.00216502933303838,0.004583050857802594,*
p_P2143,"1,3,4,10-Tetrahydro-9(2H)-acridinone",CDC_ID_249,PA,1.8075643316452468,0.8540469939503728,0.0151936099774602,0.027827052363125424,*
p_P2143,"1,3,4,10-Tetrahydro-9(2H)-acridinone",CDC_ID_258,PA,402.31227554867513,8.652171948625687,0.00216502933303838,0.004583050857802594,*
p_P2143,"1,3,4,10-Tetrahydro-9(2H)-acridinone",CDC_ID_474,SA,1.044699832859937,0.06308848120454395,0.522903234512671,0.6397075933908261,
p_P2143,"1,3,4,10-Tetrahydro-9(2H)-acridinone",CDC_ID_484,SA,1.394800807892118,0.48005910486076137,0.306685065904181,0.4162785764866549,
p_P2143,"1,3,4,10-Tetrahydro-9(2H)-acridinone",Isogenic,PA,216.02937388027505,7.755083681192173,0.00216502933303838,0.004583050857802594,*
p_P2143,"1,3,4,10-Tetrahydro-9(2H)-acridinone",SCFM_evolved,PA,144.03415580374272,7.170267158147795,0.00216502933303838,0.004583050857802594,*
p_P2143,"1,3,4,10-Tetrahydro-9(2H)-acridinone",USA300,SA,0.9827779142529067,-0.025062658184260674,0.798297847328526,0.8620518595912934,
p_P2147,4-Coumarylalcohol(4-Hydroxycoumarin),ATCC_29213,SA,0.9432831794585291,-0.08423715296789877,0.798297847328526,0.8620518595912934,
p_P2147,4-Coumarylalcohol(4-Hydroxycoumarin),CDC_ID_234,PA,4.056005796578147,2.0200597141481005,0.0106033453821227,0.01985755735578446,*
p_P2147,4-Coumarylalcohol(4-Hydroxycoumarin),CDC_ID_249,PA,0.7296709135537126,-0.4546821492926808,0.701478108866614,0.7879082415171109,
p_P2147,4-Coumarylalcohol(4-Hydroxycoumarin),CDC_ID_258,PA,1.4127383899865689,0.49849433303746565,0.250153007959382,0.35083493821003153,
p_P2147,4-Coumarylalcohol(4-Hydroxycoumarin),CDC_ID_474,SA,0.931509540491803,-0.10235754960694834,1,1,
p_P2147,4-Coumarylalcohol(4-Hydroxycoumarin),CDC_ID_484,SA,1.0178339255924893,0.025502183938408758,0.44328852211644,0.5627732989672325,
p_P2147,4-Coumarylalcohol(4-Hydroxycoumarin),Isogenic,PA,1.861325866879562,0.896330653664464,0.0151936099774602,0.027827052363125424,*
p_P2147,4-Coumarylalcohol(4-Hydroxycoumarin),SCFM_evolved,PA,1.5392514780538853,0.6222289538900068,0.0966975676176362,0.15056051024101375,
p_P2147,4-Coumarylalcohol(4-Hydroxycoumarin),USA300,SA,1.1244777363632572,0.16925509734846544,0.250153007959382,0.35083493821003153,
p_P2148,"4-(allyloxy)-1,2-dihydroquinolin-2-one",ATCC_29213,SA,1.2654625557539965,0.33966481963569345,0.250153007959382,0.35083493821003153,
p_P2148,"4-(allyloxy)-1,2-dihydroquinolin-2-one",CDC_ID_234,PA,1702.1613783802509,10.733152107086648,0.00216502933303838,0.004583050857802594,*
p_P2148,"4-(allyloxy)-1,2-dihydroquinolin-2-one",CDC_ID_249,PA,1.278446934394275,0.3543922786280028,0.201336485287401,0.29178302944727963,
p_P2148,"4-(allyloxy)-1,2-dihydroquinolin-2-one",CDC_ID_258,PA,285.4532124876616,8.157110488275057,0.00216502933303838,0.004583050857802594,*
p_P2148,"4-(allyloxy)-1,2-dihydroquinolin-2-one",CDC_ID_474,SA,1.3226749264460882,0.4034585343072632,0.306685065904181,0.4162785764866549,
p_P2148,"4-(allyloxy)-1,2-dihydroquinolin-2-one",CDC_ID_484,SA,0.9508620949974024,-0.07269197492668655,0.522903234512671,0.6397075933908261,
p_P2148,"4-(allyloxy)-1,2-dihydroquinolin-2-one",Isogenic,PA,175.12823945574493,7.4522679271032715,0.00216502933303838,0.004583050857802594,*
p_P2148,"4-(allyloxy)-1,2-dihydroquinolin-2-one",SCFM_evolved,PA,91.97179671359152,6.523119619324058,0.00216502933303838,0.004583050857802594,*
p_P2148,"4-(allyloxy)-1,2-dihydroquinolin-2-one",USA300,SA,1.018303100699585,0.026167047455505046,0.798297847328526,0.8620518595912934,
p_P2152,3-Indolebutyricacid,ATCC_29213,SA,0.9924267564704241,-0.01096746313663551,0.898326787269238,0.9343656609579928,
p_P2152,3-Indolebutyricacid,CDC_ID_234,PA,316.91507146483525,8.307952461077523,0.00216502933303838,0.004583050857802594,*
p_P2152,3-Indolebutyricacid,CDC_ID_249,PA,1.2300275017116755,0.29869057258849097,0.0106033453821227,0.01985755735578446,*
p_P2152,3-Indolebutyricacid,CDC_ID_258,PA,65.57349936950455,6.0350409820982325,0.00216502933303838,0.004583050857802594,*
p_P2152,3-Indolebutyricacid,CDC_ID_474,SA,1.0560379529894386,0.07866168470178732,0.0298420644179543,0.05108035980929065,
p_P2152,3-Indolebutyricacid,CDC_ID_484,SA,1.0500960929195646,0.07052135306785018,0.522903234512671,0.6397075933908261,
p_P2152,3-Indolebutyricacid,Isogenic,PA,48.14117688535224,5.589199506037277,0.00216502933303838,0.004583050857802594,*
p_P2152,3-Indolebutyricacid,SCFM_evolved,PA,40.0659504842315,5.3243047970307344,0.00216502933303838,0.004583050857802594,*
p_P2152,3-Indolebutyricacid,USA300,SA,1.0254825769410885,0.03630298048259126,0.44328852211644,0.5627732989672325,
p_P2154,5-[4-(2-furylcarbonyl)piperazino]-5-oxo-3-phenylpentanoic acid,ATCC_29213,SA,1.0178188239412675,0.02548077844345658,0.609280159304103,0.714747086008051,
p_P2154,5-[4-(2-furylcarbonyl)piperazino]-5-oxo-3-phenylpentanoic acid,CDC_ID_234,PA,11.302393658580801,3.4985564386482277,0.00216502933303838,0.004583050857802594,*
p_P2154,5-[4-(2-furylcarbonyl)piperazino]-5-oxo-3-phenylpentanoic acid,CDC_ID_249,PA,23.94907497153194,4.581898028103253,0.00216502933303838,0.004583050857802594,*
p_P2154,5-[4-(2-furylcarbonyl)piperazino]-5-oxo-3-phenylpentanoic acid,CDC_ID_258,PA,83.32255435005155,6.380635162442413,0.00216502933303838,0.004583050857802594,*
p_P2154,5-[4-(2-furylcarbonyl)piperazino]-5-oxo-3-phenylpentanoic acid,CDC_ID_474,SA,1.053130642838584,0.07468441650072197,0.0409135529844968,0.06845571387459323,
p_P2154,5-[4-(2-furylcarbonyl)piperazino]-5-oxo-3-phenylpentanoic acid,CDC_ID_484,SA,1.0329790588088708,0.04681100729220182,0.522903234512671,0.6397075933908261,
p_P2154,5-[4-(2-furylcarbonyl)piperazino]-5-oxo-3-phenylpentanoic acid,Isogenic,PA,197.82277815752178,7.628064743490015,0.00216502933303838,0.004583050857802594,*
p_P2154,5-[4-(2-furylcarbonyl)piperazino]-5-oxo-3-phenylpentanoic acid,SCFM_evolved,PA,281.0565046458534,8.134716394161751,0.00216502933303838,0.004583050857802594,*
p_P2154,5-[4-(2-furylcarbonyl)piperazino]-5-oxo-3-phenylpentanoic acid,USA300,SA,1.0361646075826378,0.051253211208792414,0.250153007959382,0.35083493821003153,
p_P216,Prolinamide,ATCC_29213,SA,0.8169625879123543,-0.29165808196211757,0.371093369522698,0.48731870923380327,
p_P216,Prolinamide,CDC_ID_234,PA,0.0023981455420285422,-8.703865066947845,0.00216502933303838,0.004583050857802594,*
p_P216,Prolinamide,CDC_ID_249,PA,0.0019841643811974534,-8.977252731661846,0.00216502933303838,0.004583050857802594,*
p_P216,Prolinamide,CDC_ID_258,PA,0.0018899701428849677,-9.04742084124856,0.00216502933303838,0.004583050857802594,*
p_P216,Prolinamide,CDC_ID_474,SA,0.7535087892518437,-0.4083037547482789,0.306685065904181,0.4162785764866549,
p_P216,Prolinamide,CDC_ID_484,SA,1.467545390319395,0.5534051257380451,0.798297847328526,0.8620518595912934,
p_P216,Prolinamide,Isogenic,PA,0.0022023605365776933,-8.826733620593883,0.00216502933303838,0.004583050857802594,*
p_P216,Prolinamide,SCFM_evolved,PA,0.0019825956399566547,-8.978393821777939,0.00216502933303838,0.004583050857802594,*
p_P216,Prolinamide,USA300,SA,1.1262854014184243,0.17157245356211867,1,1,
p_P2162,Lumichrome,ATCC_29213,SA,1.312061198347121,0.391835013014538,0.0736382701203026,0.11763807312604588,
p_P2162,Lumichrome,CDC_ID_234,PA,41.135214655294014,5.362302066809836,0.00216502933303838,0.004583050857802594,*
p_P2162,Lumichrome,CDC_ID_249,PA,52.38492080672165,5.711079681303808,0.00216502933303838,0.004583050857802594,*
p_P2162,Lumichrome,CDC_ID_258,PA,33.75899960605887,5.077200247606572,0.00216502933303838,0.004583050857802594,*
p_P2162,Lumichrome,CDC_ID_474,SA,1.3968691320636502,0.4821968658678904,0.0106033453821227,0.01985755735578446,*
p_P2162,Lumichrome,CDC_ID_484,SA,1.2626722859408126,0.33648025052936403,0.125201029610315,0.19135646818753393,
p_P2162,Lumichrome,Isogenic,PA,94.3381014702085,6.559768662184003,0.00216502933303838,0.004583050857802594,*
p_P2162,Lumichrome,SCFM_evolved,PA,88.76754031465933,6.471960316641796,0.00216502933303838,0.004583050857802594,*
p_P2162,Lumichrome,USA300,SA,1.1271229791856163,0.17264493501478004,0.125201029610315,0.19135646818753393,
p_P2163,2-(1H-indol-3-yl)acetic acid,ATCC_29213,SA,1.0019605293370624,0.0028256769450192504,0.701478108866614,0.7879082415171109,
p_P2163,2-(1H-indol-3-yl)acetic acid,CDC_ID_234,PA,39.92756259876982,5.319313099390344,0.00216502933303838,0.004583050857802594,*
p_P2163,2-(1H-indol-3-yl)acetic acid,CDC_ID_249,PA,1.2238400785837753,0.291415050753095,0.0298420644179543,0.05108035980929065,
p_P2163,2-(1H-indol-3-yl)acetic acid,CDC_ID_258,PA,5.9327215188608635,2.5686940644787364,0.00216502933303838,0.004583050857802594,*
p_P2163,2-(1H-indol-3-yl)acetic acid,CDC_ID_474,SA,1.0064510625804661,0.009277024729288555,1,1,
p_P2163,2-(1H-indol-3-yl)acetic acid,CDC_ID_484,SA,0.9794086287214745,-0.030017188447745532,0.609280159304103,0.714747086008051,
p_P2163,2-(1H-indol-3-yl)acetic acid,Isogenic,PA,1.548817366017307,0.6311670339432436,0.00729035809153564,0.013967831841816759,*
p_P2163,2-(1H-indol-3-yl)acetic acid,SCFM_evolved,PA,1.8393286837209208,0.8791793090066836,0.00493790547090731,0.009731186095386373,*
p_P2163,2-(1H-indol-3-yl)acetic acid,USA300,SA,0.9605219011998468,-0.05810958522125392,0.609280159304103,0.714747086008051,
p_P2166,"3,3'-Dimethoxybenzidine",ATCC_29213,SA,47.642798691503145,5.574186259133842,0.00216502933303838,0.004583050857802594,*
p_P2166,"3,3'-Dimethoxybenzidine",CDC_ID_234,PA,1.8717994934666216,0.9044259021894485,0.00216502933303838,0.004583050857802594,*
p_P2166,"3,3'-Dimethoxybenzidine",CDC_ID_249,PA,1.2574455217020286,0.3304958972293274,0.00493790547090731,0.009731186095386373,*
p_P2166,"3,3'-Dimethoxybenzidine",CDC_ID_258,PA,1.2154516718753277,0.2814925308558061,0.00216502933303838,0.004583050857802594,*
p_P2166,"3,3'-Dimethoxybenzidine",CDC_ID_474,SA,53.29169923030945,5.735838929712786,0.00216502933303838,0.004583050857802594,*
p_P2166,"3,3'-Dimethoxybenzidine",CDC_ID_484,SA,38.196984284673086,5.255386834475818,0.00216502933303838,0.004583050857802594,*
p_P2166,"3,3'-Dimethoxybenzidine",Isogenic,PA,1.2990720985145212,0.37748150259707397,0.00216502933303838,0.004583050857802594,*
p_P2166,"3,3'-Dimethoxybenzidine",SCFM_evolved,PA,1.278153324438995,0.354060909164328,0.00216502933303838,0.004583050857802594,*
p_P2166,"3,3'-Dimethoxybenzidine",USA300,SA,31.959953621139984,4.998193409580039,0.00216502933303838,0.004583050857802594,*
p_P2169,BB-22 3-Carboxyindole metabolite,ATCC_29213,SA,1.0293702848697868,0.041762041562505174,0.306685065904181,0.4162785764866549,
p_P2169,BB-22 3-Carboxyindole metabolite,CDC_ID_234,PA,118.17490864086575,6.884779939147227,0.00216502933303838,0.004583050857802594,*
p_P2169,BB-22 3-Carboxyindole metabolite,CDC_ID_249,PA,1.3579807047077401,0.4414629807459571,0.00216502933303838,0.004583050857802594,*
p_P2169,BB-22 3-Carboxyindole metabolite,CDC_ID_258,PA,70.1681561663066,6.132744547584231,0.00216502933303838,0.004583050857802594,*
p_P2169,BB-22 3-Carboxyindole metabolite,CDC_ID_474,SA,1.0211260100724628,0.030160910181638446,0.371093369522698,0.48731870923380327,
p_P2169,BB-22 3-Carboxyindole metabolite,CDC_ID_484,SA,1.0211323890972879,0.030169922740954695,1,1,
p_P2169,BB-22 3-Carboxyindole metabolite,Isogenic,PA,6.971037027530705,2.801373290697368,0.00216502933303838,0.004583050857802594,*
p_P2169,BB-22 3-Carboxyindole metabolite,SCFM_evolved,PA,5.233861476931271,2.3878757415069027,0.00216502933303838,0.004583050857802594,*
p_P2169,BB-22 3-Carboxyindole metabolite,USA300,SA,0.9950675947598088,-0.007133563891899962,0.898326787269238,0.9343656609579928,
p_P217,Methionine sulfoxide,ATCC_29213,SA,0.12235946158103851,-3.0308024311629724,0.00216502933303838,0.004583050857802594,*
p_P217,Methionine sulfoxide,CDC_ID_234,PA,0.5406617261470553,-0.8872018643269602,0.0214507336863221,0.038245913815486594,*
p_P217,Methionine sulfoxide,CDC_ID_249,PA,0.25079836271639366,-1.9954001650434616,0.00493790547090731,0.009731186095386373,*
p_P217,Methionine sulfoxide,CDC_ID_258,PA,0.6976880344309526,-0.5193460037063672,0.0736382701203026,0.11763807312604588,
