strain,species,replicate,Peak,Name,Formula,KEGG_ID,Molecular Weight,RT [min],mzVault Best Match,mzCloud Best Match,MS2,Area,normalizedArea
Isogenic,PA,R7,p_P2711,Hexadecanamide,C16 H33 N O,NA,255.25629,11.185,92.4,96,DDA for preferred ion,13752600.69,-0.0664375897849041
Isogenic,PA,R7,p_P2727,Stearamide,C18 H37 N O,C13846,283.28754,11.783,NA,91.4,DDA for preferred ion,1940354.539,-0.9211571198900437
Isogenic,PA,R7,p_P2732,1-Stearoylglycerol,C21 H42 O4,D01947,358.30798,11.901,64.1,NA,DDA for preferred ion,57387495.75,-0.011881701627224572
Isogenic,PA,R7,p_P2733,Bis(2-ethylhexyl) phthalate,C24 H38 O4,C03690,390.27667,11.941,95.6,84.2,DDA for preferred ion,12643291.19,-0.6104177201704744
Isogenic,PA,R7,p_P2746,Erucamide,C22 H43 N O,NA,337.33428,12.502,86.8,86.1,DDA for preferred ion,13476619.18,-0.029672098577364636
Isogenic,PA,R7,p_P2750,"Bis(3,5,5-trimethylhexyl) phthalate",C26 H42 O4,NA,418.30787,12.527,86.6,83.4,DDA for preferred ion,244616024.3,-0.25459798735008476
Isogenic,PA,R7,p_P2756,Docosanamide,C22 H45 N O,NA,339.34985,13.344,NA,88.5,DDA for preferred ion,3049082.071,-0.5630983234384956
SCFM_control,SCFM_control,R2,p_P43,Spermidine,C7 H19 N3,C00315,145.15783,0.776,91.4,88.1,DDA for preferred ion,329487.5464,-0.35129979267484757
SCFM_control,SCFM_control,R2,p_P48,Ornithine,C5 H12 N2 O2,C01602,132.08985,0.791,63.6,61.7,DDA for preferred ion,120555363,3.7424603132286904
SCFM_control,SCFM_control,R2,p_P170,2-Amino-4-methylpyrimidine,C5 H7 N3,NA,109.06402,0.882,67.9,77.8,DDA for preferred ion,48049190.07,3.80758837107188
SCFM_control,SCFM_control,R2,p_P173,D-(-)-Aspartic acid,C4 H7 N O4,C00402,133.03742,0.888,86.4,79.7,DDA for preferred ion,17651177.71,4.1700808223626495
SCFM_control,SCFM_control,R2,p_P174,L-Homoserine,C4 H9 N O3,C00263,119.05826,0.89,93.6,89.1,DDA for preferred ion,160048488.4,4.160208223749553
SCFM_control,SCFM_control,R2,p_P175,L-Serine,C3 H7 N O3,C00065,105.04263,0.891,93.1,86.3,DDA for preferred ion,30823077.78,4.079185639386434
SCFM_control,SCFM_control,R2,p_P185,L-Glutamic acid,C5 H9 N O4,C00025,147.05306,0.9,92,86.1,DDA for preferred ion,343466590.1,3.9171639334714605
SCFM_control,SCFM_control,R2,p_P200,Choline,C5 H13 N O,C00114,103.09984,0.904,96.3,87.7,DDA for preferred ion,419061.0675,0.6208652721342816
SCFM_control,SCFM_control,R2,p_P204,DL-Lysine,C6 H14 N2 O2,C16440,146.10543,0.905,91.9,81.8,DDA for preferred ion,230470119.7,3.5858708968636144
SCFM_control,SCFM_control,R2,p_P216,Prolinamide,C5 H10 N2 O,C19781,114.0793,0.917,78.3,63,DDA for preferred ion,361712497.8,5.210770005240555
SCFM_control,SCFM_control,R2,p_P217,Methionine sulfoxide,C5 H11 N O3 S,NA,165.04586,0.917,93.8,90.4,DDA for preferred ion,3288379.209,0.6301160395570378
SCFM_control,SCFM_control,R2,p_P218,Betaine,C5 H11 N O2,C00719,117.07894,0.918,94.7,87.4,DDA for preferred ion,1128864.249,-0.8988684407464973
SCFM_control,SCFM_control,R2,p_P240,Homocysteine,C4 H9 N O2 S,C05330,135.0354,0.957,64.1,62.7,DDA for preferred ion,172911.4829,-1.971496311481463
SCFM_control,SCFM_control,R2,p_P251,D-(+)-Proline,C5 H9 N O2,C00763,115.06331,0.981,93.8,91.1,DDA for preferred ion,2785404390,5.29253918309794
SCFM_control,SCFM_control,R2,p_P274,4-Morpholinepropanesulfonic acid,C7 H15 N O4 S,NA,209.07203,1.005,91.3,93,DDA for preferred ion,6199457818,-0.29466445303846456
SCFM_control,SCFM_control,R2,p_P306,Pipecolic acid,C6 H11 N O2,C00408,129.07895,1.057,71.7,66.8,DDA for preferred ion,15193685.36,1.1252784792826063
SCFM_control,SCFM_control,R2,p_P330,gamma-L-Glutamyl-L-glutamic acid,C10 H16 N2 O7,C05282,276.09575,1.102,81.8,79.7,DDA for preferred ion,497818.7168,-2.1930114015505353
SCFM_control,SCFM_control,R2,p_P341,N5-Ethyl-L-glutamine,C7 H14 N2 O3,C01047,174.10033,1.122,NA,73.3,DDA for preferred ion,223280.6169,-3.791027217270994
SCFM_control,SCFM_control,R2,p_P362,"N,N-Diethylethanolamine",C6 H15 N O,NA,117.11535,1.165,90.5,86.5,DDA for preferred ion,15283362.82,0.34707024629409133
SCFM_control,SCFM_control,R2,p_P384,D-Serine,C3 H7 N O3,C00740,105.04267,1.21,94.7,92.5,DDA for preferred ion,2022090.629,-0.7246840853137435
SCFM_control,SCFM_control,R2,p_P387,N-Acetyl-DL-serine,C5 H9 N O4,NA,147.05308,1.212,92.6,91.4,DDA for preferred ion,37548838.74,1.499884456776826
SCFM_control,SCFM_control,R2,p_P389,Cytidine 5'-monophosphate (hydrate),C9 H14 N3 O8 P,C00055,323.05165,1.214,84.5,89.1,DDA for preferred ion,406118.3623,-3.146651841766399
SCFM_control,SCFM_control,R2,p_P410,2-Aminooctanedioic acid,C8 H15 N O4,NA,189.10005,1.267,83.9,73.6,DDA for preferred ion,250291.7526,-0.6122421043703348
SCFM_control,SCFM_control,R2,p_P415,Proline,C5 H9 N O2,C00148,115.06336,1.281,87.5,88.2,DDA for preferred ion,46520832.87,2.0168992139045194
SCFM_control,SCFM_control,R2,p_P417,D-(+)-Pipecolinic acid,C6 H11 N O2,NA,129.07893,1.289,94,83.8,DDA for preferred ion,7723950.266,-0.2120762068925366
SCFM_control,SCFM_control,R2,p_P428,L-Histidine,C6 H9 N3 O2,C00135,155.06939,1.303,94,86.6,DDA for preferred ion,87594.50704,-3.187567591156796
SCFM_control,SCFM_control,R2,p_P432,2-Mercaptoethanol,C2 H6 O S,C00928,78.0141,1.309,84.3,85.7,DDA for preferred ion,1812251.314,0.597945801254177
SCFM_control,SCFM_control,R2,p_P435,Epinephrine,C9 H13 N O3,C00788,183.08944,1.313,80.9,72.7,DDA for preferred ion,1091864.702,-0.5006925000108495
SCFM_control,SCFM_control,R2,p_P456,Trigonelline,C7 H7 N O2,C01004,137.04763,1.34,91.7,86.3,DDA for preferred ion,43913.93293,-2.329630204164669
SCFM_control,SCFM_control,R2,p_P496,Acetyl-beta-methylcholine,C8 H17 N O2,C07471,159.12587,1.371,79.6,92.1,DDA for preferred ion,1794854.268,-0.08306410891347582
SCFM_control,SCFM_control,R2,p_P507,Triisopropanolamine,C9 H21 N O3,NA,191.15207,1.382,83.1,81.2,DDA for preferred ion,1575225.789,1.032917662238706
SCFM_control,SCFM_control,R2,p_P509,N6-Acetyl-L-lysine,C8 H16 N2 O3,C02727,188.11592,1.385,96.7,90.4,DDA for preferred ion,175014.5152,-2.9809822852908248
SCFM_control,SCFM_control,R2,p_P513,"5,6-Dihydrouracil",C4 H6 N2 O2,C00429,114.04302,1.395,72.3,NA,DDA for preferred ion,235288.4002,-1.661240318734169
SCFM_control,SCFM_control,R2,p_P518,Adenine,C5 H5 N5,C00147,135.05441,1.417,81.3,83.5,DDA for preferred ion,210826.5836,-2.537513088355123
SCFM_control,SCFM_control,R2,p_P522,L-(-)-Methionine,C5 H11 N O2 S,C00073,149.05098,1.427,94.5,91,DDA for preferred ion,3704504082,0.6588628092629278
SCFM_control,SCFM_control,R2,p_P531,Acetylarginine,C8 H16 N4 O3,NA,216.12229,1.452,90.9,94.3,DDA for preferred ion,203088.7735,-4.076325461631782
SCFM_control,SCFM_control,R2,p_P539,Uracil,C4 H4 N2 O2,C00106,112.02733,1.465,90.3,88.8,DDA for preferred ion,215217.0783,-4.672153289088872
SCFM_control,SCFM_control,R2,p_P549,Nicotinic acid,C6 H5 N O2,C00253,123.03203,1.504,92.6,89.2,DDA for preferred ion,137860.7654,-3.96181963693304
SCFM_control,SCFM_control,R2,p_P559,N-Acetyl-L-carnosine,C11 H16 N4 O4,NA,268.11724,1.532,86.6,81.5,DDA for preferred ion,98905.64027,-0.903297367476597
SCFM_control,SCFM_control,R2,p_P567,4-Aminophenol,C6 H7 N O,C02372,109.05278,1.543,94.8,89.1,DDA for preferred ion,62180.24355,-1.906948237434733
SCFM_control,SCFM_control,R2,p_P581,Salicylic acid,C7 H6 O3,C00805,138.0317,1.56,84.5,80.1,DDA for preferred ion,51900.88781,-2.682419968261554
SCFM_control,SCFM_control,R2,p_P595,Reduced glutathione,C10 H17 N3 O6 S,C02471,307.08372,1.568,57.9,60.3,DDA for preferred ion,1788881.619,4.221056052773871
SCFM_control,SCFM_control,R2,p_P605,Urocanic acid,C6 H6 N2 O2,C00785,138.04289,1.622,96.7,89.9,DDA for preferred ion,160241.4385,-4.676908598563752
SCFM_control,SCFM_control,R2,p_P616,6-Aminocaproic acid,C6 H13 N O2,C02378,131.09457,1.695,93.7,89.3,DDA for preferred ion,180104.447,-2.373581716966065
SCFM_control,SCFM_control,R2,p_P617,Nicotinamide,C6 H6 N2 O,C00153,122.04801,1.698,88.5,84.7,DDA for preferred ion,318998.6796,-1.883631044098589
SCFM_control,SCFM_control,R2,p_P620,L-Arginine,C6 H14 N4 O2,C00062,174.11158,1.716,91.3,86.3,DDA for preferred ion,182867.9507,-2.1188533501779183
SCFM_control,SCFM_control,R2,p_P632,1_2-Diaminobenzene,C6 H8 N2,NA,108.06881,1.771,NA,74.5,DDA for preferred ion,36427.10093,-1.5232192386319436
SCFM_control,SCFM_control,R2,p_P639,Adenosine 5'-monophosphate,C10 H14 N5 O7 P,C00020,347.06263,1.798,96.5,89.3,DDA for preferred ion,125501.754,-5.4751253757966865
SCFM_control,SCFM_control,R2,p_P647,Cytosine,C4 H5 N3 O,C00380,111.04332,1.829,97.4,91.9,DDA for preferred ion,728245.2381,-2.1767527598516487
SCFM_control,SCFM_control,R2,p_P674,Methyl 2-[(2-methoxy-2-oxoethyl)amino]acetate,C6 H11 N O4,NA,161.06873,1.915,78.6,74.3,DDA for preferred ion,208731.3439,-5.539411682217331
SCFM_control,SCFM_control,R2,p_P681,N5-(L-1-Carboxyethyl)-L-ornithine,C8 H16 N2 O4,C04210,204.11099,1.926,NA,71.2,DDA for preferred ion,25214.44445,-2.5753801843658017
SCFM_control,SCFM_control,R2,p_P699,Uric acid,C5 H4 N4 O3,C00366,168.02829,1.966,96.3,88,DDA for preferred ion,145041.0221,-2.039006786951532
SCFM_control,SCFM_control,R2,p_P707,L-Isoleucine,C6 H13 N O2,C00407,131.09454,2.024,97.6,90.9,DDA for preferred ion,1298418265,4.412206151070993
SCFM_control,SCFM_control,R2,p_P708,trans-3-Hexenoic acid,C6 H10 O2,NA,114.06795,2.027,82.4,74.8,DDA for preferred ion,1268599770,3.6221306764814543
SCFM_control,SCFM_control,R2,p_P726,L-Norleucine,C6 H13 N O2,C01933,131.09452,2.147,96.9,93.5,DDA for preferred ion,6328182370,3.8404183634300537
SCFM_control,SCFM_control,R2,p_P728,7-Methylguanine,C6 H7 N5 O,C02242,165.065,2.149,92.2,91.6,DDA for preferred ion,200438.9232,-2.3697471875738394
SCFM_control,SCFM_control,R2,p_P732,L-Pyroglutamic acid,C5 H7 N O3,C01879,129.04261,2.152,91.1,81.5,DDA for preferred ion,253096.0177,-2.8413510114435
SCFM_control,SCFM_control,R2,p_P738,N-Acetyl-L-glutamate,C7 H11 N O5,C00624,189.06366,2.153,89.4,NA,DDA for preferred ion,885740.5315,-2.9069365189240592
SCFM_control,SCFM_control,R2,p_P750,Carnosine,C9 H14 N4 O3,D01611,226.10665,2.192,78.4,78.1,DDA for preferred ion,182418.5012,-1.4420549807974972
SCFM_control,SCFM_control,R2,p_P758,1-Methyladenine,C6 H7 N5,C02216,149.07001,2.22,NA,74.5,DDA for preferred ion,156840.644,-1.8885994536455186
SCFM_control,SCFM_control,R2,p_P763,L-Leucine,C6 H13 N O2,C00123,131.09453,2.246,91.9,87,DDA for preferred ion,213772943.7,0.0384375949879292
SCFM_control,SCFM_control,R2,p_P780,?-Alanine,C3 H7 N O2,C00099,89.04781,2.309,69.3,61.3,DDA for preferred ion,511922.6714,0.416249482010457
SCFM_control,SCFM_control,R2,p_P785,trans-4-Hydroxy-L-proline,C5 H9 N O3,C01157,131.0582,2.314,92,NA,DDA for preferred ion,153656.3011,-2.875943470708904
SCFM_control,SCFM_control,R2,p_P787,Acadesine,C9 H14 N4 O5,D02742,258.09644,2.323,96.2,89.6,DDA for preferred ion,761210.6589,-1.2542634186792405
SCFM_control,SCFM_control,R2,p_P793,Xanthine,C5 H4 N4 O2,C00385,152.03331,2.347,80.2,NA,DDA for preferred ion,264915.5102,-1.6408832090110188
SCFM_control,SCFM_control,R2,p_P803,L-Tyrosine,C9 H11 N O3,C00082,181.0738,2.377,94.4,93.4,DDA for preferred ion,4221117205,4.76710348248583
SCFM_control,SCFM_control,R2,p_P804,2-Hydroxycinnamic acid,C9 H8 O3,C01772,164.04723,2.377,69.6,86.7,DDA for preferred ion,4283859310,4.785768338797862
SCFM_control,SCFM_control,R2,p_P806,Coumarin,C9 H6 O2,C05851,146.03671,2.378,84.9,82.2,DDA for preferred ion,124269993,4.84285019955869
SCFM_control,SCFM_control,R2,p_P861,1-Pyrroline-4-hydroxy-2-carboxylate,C5 H7 N O3,C04282,129.04258,2.503,NA,74,DDA for preferred ion,215194.9452,-1.76219621036811
SCFM_control,SCFM_control,R2,p_P883,Guanine,C5 H5 N5 O,C00242,151.0493,2.553,99.3,92,DDA for preferred ion,66465.40634,-4.218721875228415
SCFM_control,SCFM_control,R2,p_P884,Adenosine 3'5'-cyclic monophosphate,C10 H12 N5 O6 P,C00575,329.05243,2.562,86.4,73.9,DDA for preferred ion,35793.04865,-3.769227357273751
SCFM_control,SCFM_control,R2,p_P904,DL-Arginine,C6 H14 N4 O2,C02385,174.1116,2.648,94,91.8,DDA for preferred ion,144887.7665,-1.628138251135713
SCFM_control,SCFM_control,R2,p_P920,Carbimazole,C7 H10 N2 O2 S,C07615,186.04621,2.673,59.1,66.8,DDA for preferred ion,44577.66846,-0.9137533880588578
SCFM_control,SCFM_control,R2,p_P940,Thymidine 5'-monophosphate,C10 H15 N2 O8 P,C00364,322.05627,2.691,97.5,87.8,DDA for preferred ion,142517.1015,-3.2641429216442965
SCFM_control,SCFM_control,R2,p_P951,Thymine,C5 H6 N2 O2,C00178,126.0429,2.717,95.7,89.4,DDA for preferred ion,51562.47904,-5.903736663641563
SCFM_control,SCFM_control,R2,p_P952,N-(2-Methoxyphenyl)acetamide,C9 H11 N O2,NA,165.07879,2.717,56.1,61,DDA for preferred ion,44928.43105,-1.7582319890374762
SCFM_control,SCFM_control,R2,p_P979,Tyrosylalanine,C12 H16 N2 O4,NA,252.11101,2.804,93.5,86.6,DDA for preferred ion,29879.11058,-3.257114142558663
SCFM_control,SCFM_control,R2,p_P998,Cyclohexylamine,C6 H13 N,C00571,99.10491,2.856,NA,88,DDA for preferred ion,14984488.19,0.5077752603189829
SCFM_control,SCFM_control,R2,p_P1026,Norepinephrine(Noradrenaline),C8 H11 N O3,C00547,169.07384,2.937,NA,85.3,DDA for preferred ion,26286.34517,-2.4504814224019125
SCFM_control,SCFM_control,R2,p_P1030,3-Hydroxy-5-(hydroxymethyl)-2-methylisonicotinaldehyde oxime,C8 H10 N2 O3,NA,182.06904,2.943,95.5,94.9,DDA for preferred ion,21573.54883,-4.328137420203184
SCFM_control,SCFM_control,R2,p_P1033,Adenosine,C10 H13 N5 O4,C00212,267.09674,2.962,89.8,81.1,DDA for preferred ion,231853.1863,-0.15839780870647857
SCFM_control,SCFM_control,R2,p_P1045,Sorbic acid,C6 H8 O2,D02411,112.05251,3.003,80,60.5,DDA for preferred ion,180526.7234,-1.7902894074523488
SCFM_control,SCFM_control,R2,p_P1046,6-Hydroxynicotinic acid,C6 H5 N O3,C01020,139.02689,3.005,57.9,87.8,DDA for preferred ion,18428.5078,-2.282183519548397
SCFM_control,SCFM_control,R2,p_P1097,allopurinol,C5 H4 N4 O,D00224,136.03851,3.183,NA,70.6,DDA for preferred ion,299548.5403,2.9613240939739285
SCFM_control,SCFM_control,R2,p_P1120,2-Hydroxyphenylalanine,C9 H11 N O3,NA,181.07378,3.246,80.4,72.3,DDA for preferred ion,2555782.394,0.4920273387441476
SCFM_control,SCFM_control,R2,p_P1125,5-Valerolactone,C5 H8 O2,C02240,100.05252,3.26,NA,62,DDA for preferred ion,162510.3804,-1.3831094989458883
SCFM_control,SCFM_control,R2,p_P1176,"N,N-dimethyl-9H-purin-6-amine",C7 H9 N5,NA,163.08573,3.426,50.6,70,DDA for preferred ion,327684.2213,-1.8273905563506219
SCFM_control,SCFM_control,R2,p_P1192,L-Phenylalanine,C9 H11 N O2,C00079,165.07881,3.473,96,90.5,DDA for preferred ion,5661327292,4.9303566729078305
SCFM_control,SCFM_control,R2,p_P1228,2-Hydroxy-2-methylbutyronitrile,C5 H9 N O,NA,99.06849,3.549,NA,84.3,DDA for preferred ion,834398.9307,-2.664882459048531
SCFM_control,SCFM_control,R2,p_P1305,2-Phenylglycine,C8 H9 N O2,NA,151.06322,3.739,74.1,NA,DDA for preferred ion,82057.1789,-3.0026060892708166
SCFM_control,SCFM_control,R2,p_P1326,Glycyl-L-leucine,C8 H16 N2 O3,C02155,188.11597,3.782,93.3,87.7,DDA for preferred ion,28935.56424,-2.8573812209169436
SCFM_control,SCFM_control,R2,p_P1334,Aspartame,C14 H18 N2 O5,D02381,294.12162,3.838,64,NA,DDA for preferred ion,22630.502,-3.399057465836073
SCFM_control,SCFM_control,R2,p_P1346,NP-016455,C11 H18 N2 O4,NA,242.12665,3.944,NA,75.6,DDA for preferred ion,17129.91644,-2.789196328666794
SCFM_control,SCFM_control,R2,p_P1375,"N6-[(5-nitro-2-thienyl)methylidene]-2,3-dihydro-1,4-benzodioxin-6-amine",C13 H10 N2 O4 S,NA,290.03624,4.011,NA,62.2,DDA for preferred ion,242033.3743,-1.4468471689150135
SCFM_control,SCFM_control,R2,p_P1433,Hypoxanthine,C5 H4 N4 O,C00262,136.03846,4.15,90.7,88.3,DDA for preferred ion,30414.14811,-4.624021526553097
SCFM_control,SCFM_control,R2,p_P1443,Pantothenate,C9 H17 N O5,C00864,219.11067,4.185,92,NA,DDA for preferred ion,91281.02251,-5.8737112800051285
SCFM_control,SCFM_control,R2,p_P1524,tert-Butyl N-[1-(aminocarbonyl)-3-methylbutyl]carbamate,C11 H22 N2 O3,NA,230.16306,4.511,67.5,64.7,DDA for preferred ion,33774.66913,-2.7473289844681226
SCFM_control,SCFM_control,R2,p_P1540,Paraquat,C12 H14 N2,C14701,186.11568,4.574,NA,67.3,DDA for preferred ion,25472.38603,-2.6555966616067987
SCFM_control,SCFM_control,R2,p_P1546,Harmine,C13 H12 N2 O,C06538,212.09472,4.598,85.5,NA,DDA for preferred ion,20673.02049,-2.532568095664711
SCFM_control,SCFM_control,R2,p_P1551,"2-(Methylamino)-2,3-dihydro-1H-benzo[de]isoquinoline-1,3-dione",C13 H10 N2 O2,NA,226.07428,4.607,NA,78.5,DDA for preferred ion,15847.28357,-2.49176761381986
SCFM_control,SCFM_control,R2,p_P1560,"6,7-dihydro-5H-dibenzo[d,f][1,3]diazepin-6-one",C13 H10 N2 O,NA,210.07928,4.655,NA,75.7,DDA for preferred ion,98191.76589,-5.814704479824719
SCFM_control,SCFM_control,R2,p_P1605,DL-Tryptophan,C11 H12 N2 O2,C00806,204.08981,4.882,99.2,96.7,DDA for preferred ion,367433846,4.004096406775876
SCFM_control,SCFM_control,R2,p_P1606,8-Hydroxyquinoline,C9 H7 N O,C19434,145.0527,4.882,57.9,61.4,DDA for preferred ion,5281912.27,3.4850045348930365
SCFM_control,SCFM_control,R2,p_P1609,Isoquinoline,C9 H7 N,C06323,129.05783,4.883,68.4,76.6,DDA for preferred ion,2998116.459,3.0309064727189217
SCFM_control,SCFM_control,R2,p_P1610,"1,5-Naphthalenediamine",C10 H10 N2,C19463,158.08434,4.883,66.7,64.6,DDA for preferred ion,5940359.66,3.5168377213576285
SCFM_control,SCFM_control,R2,p_P1612,Indole-3-acrylic acid,C11 H9 N O2,NA,187.06323,4.885,97,89,DDA for preferred ion,359920621.7,4.0114271337980725
SCFM_control,SCFM_control,R2,p_P1632,Methionine,C5 H11 N O2 S,C01733,149.05097,4.935,93.1,90.8,DDA for preferred ion,435860.5151,-3.1355315966955573
SCFM_control,SCFM_control,R2,p_P1656,Phloroglucinol,C6 H6 O3,C02183,126.03164,4.976,57.2,74.1,DDA for preferred ion,82629.82395,-1.8648032082227175
SCFM_control,SCFM_control,R2,p_P1669,Valine,C5 H11 N O2,C00183,117.07896,5.01,88.5,85.4,DDA for preferred ion,2434292.347,-0.726553832494556
SCFM_control,SCFM_control,R2,p_P1697,Caprolactam,C6 H11 N O,C06593,113.0841,5.109,92.6,85.1,DDA for preferred ion,11796580.88,0.11912770520695304
SCFM_control,SCFM_control,R2,p_P1723,?-Aspartylphenylalanine,C13 H16 N2 O5,NA,280.10606,5.279,75.8,73.9,DDA for preferred ion,14859.02746,-3.2153226922241576
SCFM_control,SCFM_control,R2,p_P1724,N-Acetyl-L-tyrosine,C11 H13 N O4,C01657,223.08447,5.281,95.8,91.2,DDA for preferred ion,31480.77392,-4.737473498752854
SCFM_control,SCFM_control,R2,p_P1739,1(2H)-Isoquinolinone,C9 H7 N O,C06324,145.05266,5.382,NA,78.3,DDA for preferred ion,18366.72219,-2.721079364733491
SCFM_control,SCFM_control,R2,p_P1761,2-Acetamidophenol,C8 H9 N O2,NA,151.06327,5.552,99.2,93.3,DDA for preferred ion,34009.30491,-4.470823458577529
SCFM_control,SCFM_control,R2,p_P1767,"1-(2,4-Dihydroxyquinolin-3-yl)ethan-1-one",C11 H9 N O3,NA,203.05828,5.577,81.1,82.5,DDA for preferred ion,16261.46306,-2.287230413354049
SCFM_control,SCFM_control,R2,p_P1769,NP-003319,C11 H14 N4 O4 S,NA,298.0735,5.581,NA,84.6,DDA for preferred ion,33477.71997,-4.1653624221206496
SCFM_control,SCFM_control,R2,p_P1775,6-Methylquinoline,C10 H9 N,NA,143.07344,5.644,57.6,88.8,DDA for preferred ion,397990.3062,1.4578995980772724
SCFM_control,SCFM_control,R2,p_P1776,"2,3,4,9-Tetrahydro-1H-?-carboline-3-carboxylic acid",C12 H12 N2 O2,NA,216.08993,5.644,92.5,90,DDA for preferred ion,1192175.122,2.28797256442801
SCFM_control,SCFM_control,R2,p_P1800,N-Benzylformamide,C8 H9 N O,C15561,135.06835,5.775,76.5,75.7,DDA for preferred ion,83596.0639,-3.3060111164277046
SCFM_control,SCFM_control,R2,p_P1814,2-(2-amino-3-methylbutanamido)-3-phenylpropanoic acid,C14 H20 N2 O3,NA,264.14748,5.848,NA,81.5,DDA for preferred ion,16068.60627,-3.6845327463890047
SCFM_control,SCFM_control,R2,p_P1826,Kynurenic acid,C10 H7 N O3,C01717,189.0425,5.966,94,93.1,DDA for preferred ion,24688.57026,-4.0274684526694635
SCFM_control,SCFM_control,R2,p_P1841,4-Hydroxybenzaldehyde,C7 H6 O2,C00633,122.03679,6.107,91.3,86.1,DDA for preferred ion,256934.8123,-0.5129519473259094
SCFM_control,SCFM_control,R2,p_P1847,3-Methyl-quinolin-2-ol,C10 H9 N O,NA,159.06836,6.141,NA,82.6,DDA for preferred ion,49718.81381,-4.962248911843174
SCFM_control,SCFM_control,R2,p_P1857,3-[1-(dimethylamino)-1H-pyrrol-2-yl]-2-(2-furylcarbonyl)acrylonitrile,C14 H13 N3 O2,NA,255.10076,6.211,NA,70.1,DDA for preferred ion,30791.99224,-1.501283823161753
SCFM_control,SCFM_control,R2,p_P1858,Anthranilic acid,C7 H7 N O2,C00108,137.04764,6.242,95.3,90.1,DDA for preferred ion,59948.89348,-6.717846689771754
SCFM_control,SCFM_control,R2,p_P1868,Indole-3-butyric acid,C12 H13 N O2,C11284,203.09469000000001,6.293,98.2,90.7,DDA for preferred ion,16910.70805,-2.803527159209798
SCFM_control,SCFM_control,R2,p_P1892,N1-(2-{2-[2-(acetylamino)phenoxy]ethoxy}phenyl)acetamide,C18 H20 N2 O4,NA,328.1422,6.496,65.4,61.7,DDA for preferred ion,17178.65901,-3.4070167249028316
SCFM_control,SCFM_control,R2,p_P1905,4-Acetamidobenzoic acid,C9 H9 N O3,D03836,179.05821,6.601,91.3,85.3,DDA for preferred ion,15745.96267,-3.3801502696561325
SCFM_control,SCFM_control,R2,p_P1937,N-Methylcaprolactam,C7 H13 N O,NA,127.09967,6.878,NA,60.2,DDA for preferred ion,257724.203,-4.704009506745898
SCFM_control,SCFM_control,R2,p_P1957,Tolycaine,C15 H22 N2 O3,NA,278.16318,6.969,77.1,73.3,DDA for preferred ion,48088.03404,-1.8870740808101658
SCFM_control,SCFM_control,R2,p_P1973,2-oxo-1_2-dihydroquinoline-4-carboxylate,C10 H7 N O3,C16715,189.04248,7.086,NA,74.1,DDA for preferred ion,17003.75322,-1.873564565345216
SCFM_control,SCFM_control,R2,p_P1975,2-cyano-3-(4-hydroxyphenyl)acrylamide,C10 H8 N2 O2,NA,188.05853,7.087,69.1,NA,DDA for preferred ion,112228.8512,-2.244960451527472
SCFM_control,SCFM_control,R2,p_P1980,N-Acetyl-L-leucine,C8 H15 N O3,C02710,173.10506,7.153,97.8,91.4,DDA for preferred ion,95011.02216,-6.353095352623093
SCFM_control,SCFM_control,R2,p_P1998,Pyroquilon,C11 H11 N O,C18487,173.08405,7.213,NA,77.4,DDA for preferred ion,19934.27797,-3.327030750462944
SCFM_control,SCFM_control,R2,p_P2005,2-Hydroxyquinoline,C9 H7 N O,C06338,145.05269,7.292,78.2,85,DDA for preferred ion,17734.7745,-3.6141988552221953
SCFM_control,SCFM_control,R2,p_P2029,6-Methoxyquinoline N-oxide,C10 H9 N O2,NA,175.06327,7.494,83.2,84,DDA for preferred ion,56126.90329,-5.196755365002524
SCFM_control,SCFM_control,R2,p_P2062,Indole-3-lactic acid,C11 H11 N O3,C02043,205.07402,7.858,90.9,89.5,DDA for preferred ion,38133.43396,-2.697640090213703
SCFM_control,SCFM_control,R2,p_P2063,Desthiobiotin,C10 H18 N2 O3,C01909,214.13178,7.859,94.5,91.3,DDA for preferred ion,84571.54337,-3.4030840666835864
SCFM_control,SCFM_control,R2,p_P2075,"3,3,5,5-Tetramethylpyrroline-N-oxide",C8 H15 N O,NA,141.11532,8.039,65.6,NA,DDA for preferred ion,420407.9235,0.22446051995800076
SCFM_control,SCFM_control,R2,p_P2082,2-[(Dimethylamino)methylidene]indan-1-one,C12 H13 N O,NA,187.09968,8.104,51,78.5,DDA for preferred ion,20231.37281,-2.3808732511761708
SCFM_control,SCFM_control,R2,p_P2101,3-[(dimethylamino)methylene]-1H-2-benzothiopyran-4(3H)-one,C12 H13 N O S,NA,219.07179,8.363,NA,65.6,DDA for preferred ion,21341.42157,-1.558611831668868
SCFM_control,SCFM_control,R2,p_P2103,Acetanilide,C8 H9 N O,C02558,135.0684,8.377,73,71.5,DDA for preferred ion,66922.73509,-3.217899440644022
SCFM_control,SCFM_control,R2,p_P2109,"2,4-Quinolinediol",C9 H7 N O2,C16716,161.04761,8.487,83.3,90.7,DDA for preferred ion,55793.44906,-4.982600646141215
SCFM_control,SCFM_control,R2,p_P2121,"1-(4-Methylphenyl)pyrrolidine-2,5-dione",C11 H11 N O2,NA,189.07895,8.706,56.6,65.9,DDA for preferred ion,20864.40698,-3.8428800924400637
